pryid,indsct,orgtyp,apptyp,dvltyp,dvlplt,lngtyp,prglng1,fncsze,nwell1,smmwrkeff,maxteasze,dbms1,dvlmtd,loc,indsct2,conteo2ind,orgtyp2,conteo2org,apptyp2,conteo2app,dvlplt2,conteo2dvlplt,lngtyp2,conteo2lngtyp,prglng2,conteo2prglng,dbms12,conteo2dbms1,dvlmtd2,conteo2dvlmtd
21198,Communication,Telecommunications,Other,Enhancement,Multi,3GL,PYTHON,82,758,696,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,Other,3,Multi,281,3GL,330,PYTHON,1,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
21261,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,MF,3GL,COBOL,150,2218,2218,-1,IMS,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,MF,78,3GL,330,COBOL,34,IMS,13,"Waterfall (incl Linear Processing & SSADM)",380
21317,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,67,5920,4736,21,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
21370,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,70,217,178,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
21394,Communication,Telecommunications,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,51,337,280,1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
21399,Communication,Communications,"Transaction/Production System",Enhancement,Multi,4GL,NATURAL,82,410,410,4,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Communications,34,"Transaction/Production System",24,Multi,281,4GL,61,NATURAL,4,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
21420,Communication,Telecommunications,"Financial transaction process/accounting","New Development",Multi,3GL,"Visual Basic",314,1260,1260,8,DB2,"Waterfall (incl Linear Processing & SSADM)",10000,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,3GL,330,"Visual Basic",19,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
21429,Communication,Telecommunications,"GEO Information Management",Enhancement,Multi,3GL,Java,55,3639,2984,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"GEO Information Management",1,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
21433,Communication,Telecommunications,"Data Warehouse",Enhancement,Multi,3GL,PL/SQL,59,733,604,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Data Warehouse",10,Multi,281,3GL,330,PL/SQL,19,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
21467,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,4GL,"Amdocs framework",106,3644,3003,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Customer relationship management",33,Multi,281,4GL,61,"Amdocs framework",8,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
21496,Banking,Banking,"Financial transaction process/accounting",Enhancement,MF,3GL,PL/I,34,109,61,-1,"IMS/DB,DC","Waterfall (incl Linear Processing & SSADM)",-1,Banking,19,Banking,19,"Financial transaction process/accounting",187,MF,78,3GL,330,PL/I,16,"IMS/DB,DC",2,"Waterfall (incl Linear Processing & SSADM)",380
21522,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,133,104,85,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
21552,Manufacturing,Telecommunications,"Financial transaction process/accounting","New Development",Multi,4GL,.Net,154,1257,1008,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Manufacturing,12,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,4GL,61,.Net,4,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
21609,Communication,Communications,"relatively complex application",Enhancement,Multi,4GL,Java,12,355,355,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Communications,34,"relatively complex application",13,Multi,281,4GL,61,Java,177,Interactive,30,"Waterfall (incl Linear Processing & SSADM)",380
21623,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,3GL,PL/SQL,228,1502,1232,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Customer relationship management",33,Multi,281,3GL,330,PL/SQL,19,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
21668,Financial,"Financial, Property & Business Services","Financial transaction process/accounting","New Development",Multi,4GL,PowerBuilder,281,4030,4030,-1,"Oracle 8.0.6","Waterfall (incl Linear Processing & SSADM)",-1,Financial,18,"Financial, Property & Business Services",17,"Financial transaction process/accounting",187,Multi,281,4GL,61,PowerBuilder,3,"Oracle 8.0.6",1,"Waterfall (incl Linear Processing & SSADM)",380
21775,Communication,Communications,"relatively complex application",Enhancement,MF,3GL,Java,141,5156,5156,-1,Batch,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Communications,34,"relatively complex application",13,MF,78,3GL,330,Java,177,Batch,6,"Waterfall (incl Linear Processing & SSADM)",380
21824,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,54,307,252,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
21859,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,4GL,NATURAL,98,376,308,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,4GL,61,NATURAL,4,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
21915,"Electronics & Computers","Computers & Software","Management Information System","New Development",MF,3GL,PL/I,383,1367,1230,2,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Electronics & Computers",4,"Computers & Software",3,"Management Information System",9,MF,78,3GL,330,PL/I,16,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
22063,Insurance,Insurance,"Transaction/Production System",Enhancement,MF,3GL,PL/I,124,3639,3639,12,"DB2IMSCOMLINKWEB Server","Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Transaction/Production System",24,MF,78,3GL,330,PL/I,16,"DB2IMSCOMLINKWEB Server",1,"Waterfall (incl Linear Processing & SSADM)",380
22274,Government,Government,"Job, case, incident, project management",Enhancement,Multi,3GL,PL/I,234,5103,5103,11,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Government,27,Government,19,"Job, case, incident, project management",2,Multi,281,3GL,330,PL/I,16,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
22342,Communication,Telecommunications,"Online. eSales",Enhancement,Multi,3GL,Java,113,1024,840,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Online. eSales",12,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
22361,Communication,Communications,"Transaction/Production System",Enhancement,Multi,3GL,COBOL,214,1430,1187,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Communications,34,"Transaction/Production System",24,Multi,281,3GL,330,COBOL,34,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
22425,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,29,4033,3428,15,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
22465,Communication,Telecommunications,"Financial transaction process/accounting","New Development",Multi,4GL,"Lotus Notes",264,432,402,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,4GL,61,"Lotus Notes",2,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
22471,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,MF,3GL,"Visual Basic",167,6398,6398,-1,DB2/400,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,MF,78,3GL,330,"Visual Basic",19,DB2/400,4,"Waterfall (incl Linear Processing & SSADM)",380
22495,Communication,Telecommunications,Integration,Enhancement,Multi,3GL,TIBCO,308,7746,6352,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,Integration,5,Multi,281,3GL,330,TIBCO,6,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
22507,Banking,Banking,"Transaction/Production System","New Development",MF,3GL,COBOL,499,10613,10613,7,FOXPROIMSDB2,"Waterfall (incl Linear Processing & SSADM)",-1,Banking,19,Banking,19,"Transaction/Production System",24,MF,78,3GL,330,COBOL,34,FOXPROIMSDB2,1,"Waterfall (incl Linear Processing & SSADM)",380
22638,Communication,Telecommunications,"Financial transaction process/accounting",Enhancement,Multi,3GL,"Unix Shell",92,473,473,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,3GL,330,"Unix Shell",3,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
22727,Government,Government,"Management of Licences and Permits",Enhancement,MF,ApG,COOL:Gen,339,3622,3622,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Government,27,Government,19,"Management of Licences and Permits",8,MF,78,ApG,9,COOL:Gen,7,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
22776,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,3GL,Java,53,1109,909,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Customer relationship management",33,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
22886,Communication,Communications,"relatively complex application",Enhancement,Multi,4GL,Java,110,902,902,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Communications,34,"relatively complex application",13,Multi,281,4GL,61,Java,177,Interactive,30,"Waterfall (incl Linear Processing & SSADM)",380
22893,Communication,Telecommunications,"Financial application area","New Development",Multi,4GL,Java,133,1609,1609,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial application area",12,Multi,281,4GL,61,Java,177,Interactive,30,"Waterfall (incl Linear Processing & SSADM)",380
22922,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,27,11374,9668,30,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
22951,Communication,Telecommunications,"Operational CRM",Enhancement,Multi,3GL,Java,112,458,377,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Operational CRM",1,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
22957,Communication,Telecommunications,"Workflow support & management",Enhancement,Multi,3GL,BPM,63,1063,872,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Workflow support & management",5,Multi,281,3GL,330,BPM,1,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
23066,Banking,Banking,"Financial transaction process/accounting",Enhancement,MF,3GL,MAPPER,44,326,326,-1,MAPER,"Waterfall (incl Linear Processing & SSADM)",-1,Banking,19,Banking,19,"Financial transaction process/accounting",187,MF,78,3GL,330,MAPPER,1,MAPER,1,"Waterfall (incl Linear Processing & SSADM)",380
23110,Communication,Telecommunications,"Data Warehouse",Enhancement,Multi,3GL,Shell,52,360,295,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Data Warehouse",10,Multi,281,3GL,330,Shell,5,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
23122,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,67,6021,6021,62,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
23182,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,3GL,ClearBasic,144,1798,1482,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Customer relationship management",33,Multi,281,3GL,330,ClearBasic,2,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
23317,Communication,Telecommunications,"Financial transaction process/accounting",Enhancement,PC,3GL,"Visual Basic",32,578,578,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,PC,23,3GL,330,"Visual Basic",19,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
23467,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,7,682,682,19,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
23518,Communication,Communications,"relatively complex application",Enhancement,Multi,4GL,Java,25,626,626,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Communications,34,"relatively complex application",13,Multi,281,4GL,61,Java,177,Interactive,30,"Waterfall (incl Linear Processing & SSADM)",380
23538,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,30,3535,3535,70,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
23559,"Professional Services","Business Services","Management Information System","New Development",MF,3GL,Java,7400,60270,60270,45,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Professional Services",1,"Business Services",1,"Management Information System",9,MF,78,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
23565,Financial,"Financial, Property & Business Services","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,87,1652,1652,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,Financial,18,"Financial, Property & Business Services",17,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,Interactive,30,"Waterfall (incl Linear Processing & SSADM)",380
23573,Communication,Telecommunications,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,1238,1960,1960,7,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
23656,Communication,Telecommunications,"Management or performance reporting",Enhancement,Multi,3GL,Java,68,924,758,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Management or performance reporting",3,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
23687,Manufacturing,"Aerospace / Automotive","Management or performance reporting","New Development",MR,4GL,Datastage,647,12815,8330,12,"DB2Oracle 9i","Waterfall (incl Linear Processing & SSADM)",-1,Manufacturing,12,"Aerospace / Automotive",1,"Management or performance reporting",3,MR,18,4GL,61,Datastage,1,"DB2Oracle 9i",1,"Waterfall (incl Linear Processing & SSADM)",380
23698,Communication,Maintenance,Maintenance,Enhancement,MF,3GL,C++,515,27251,27251,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Maintenance,2,Maintenance,2,MF,78,3GL,330,C++,11,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
23708,Communication,Communications,"Management Information System",Enhancement,PC,4GL,Oracle,75,569,569,10,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Communications,34,"Management Information System",9,PC,23,4GL,61,Oracle,12,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
23712,Communication,Communications,"Telecom & network management",Enhancement,MR,3GL,C,187,2075,1888,7,Yes,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Communications,34,"Telecom & network management",2,MR,18,3GL,330,C,13,Yes,2,"Waterfall (incl Linear Processing & SSADM)",380
23741,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,16,5242,5242,69,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
23766,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,Mixed,139,495,454,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,3GL,330,Mixed,5,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
23777,Communication,Communications,"relatively complex application",Enhancement,MF,3GL,Java,62,700,700,-1,Batch,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Communications,34,"relatively complex application",13,MF,78,3GL,330,Java,177,Batch,6,"Waterfall (incl Linear Processing & SSADM)",380
23784,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,19,3933,3933,42,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
23972,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,6,168,168,12,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
24009,Insurance,Insurance,"Financial transaction process/accounting","New Development",MF,3GL,COBOL,102,2786,2061,-1,IMS,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,MF,78,3GL,330,COBOL,34,IMS,13,"Waterfall (incl Linear Processing & SSADM)",380
24042,Banking,Banking,"Transaction/Production System","New Development",MF,3GL,Java,159,3084,2776,5,IMS,"Multifunctional Teams",-1,Banking,19,Banking,19,"Transaction/Production System",24,MF,78,3GL,330,Java,177,IMS,13,"Multifunctional Teams",3
24043,Communication,Telecommunications,"Financial application area","New Development",Multi,3GL,Java,267,1442,1442,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial application area",12,Multi,281,3GL,330,Java,177,Interactive,30,"Waterfall (incl Linear Processing & SSADM)",380
24125,Mining,"Oil & Petroleum","Complex process control",Enhancement,MF,3GL,COBOL,149,1089,1013,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Mining,2,"Oil & Petroleum",2,"Complex process control",2,MF,78,3GL,330,COBOL,34,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
24135,Communication,Telecommunications,"Stock control & order processing",Enhancement,Multi,3GL,Java,124,1649,1352,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Stock control & order processing",8,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
24141,Communication,Telecommunications,"Data Warehouse",Enhancement,Multi,3GL,PL/SQL,87,290,239,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Data Warehouse",10,Multi,281,3GL,330,PL/SQL,19,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
24151,Communication,Telecommunications,"Financial application area",Enhancement,MF,3GL,Java,89,1032,1032,-1,Batch,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial application area",12,MF,78,3GL,330,Java,177,Batch,6,"Waterfall (incl Linear Processing & SSADM)",380
24210,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,PL/SQL,159,313,257,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,3GL,330,PL/SQL,19,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
24366,Communication,Communications,"Transaction/Production System",Enhancement,Multi,3GL,COBOL,138,2988,2988,6,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Communications,34,"Transaction/Production System",24,Multi,281,3GL,330,COBOL,34,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
24407,Manufacturing,Manufacturing,Trading,"New Development",Multi,4GL,"Lotus Notes",639,2420,2420,-1,"Domino R5.04a","Waterfall (incl Linear Processing & SSADM)",-1,Manufacturing,12,Manufacturing,8,Trading,2,Multi,281,4GL,61,"Lotus Notes",2,"Domino R5.04a",1,"Waterfall (incl Linear Processing & SSADM)",380
24457,Communication,Telecommunications,Other,Enhancement,Multi,3GL,Java,66,776,712,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,Other,3,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
24505,Communication,Telecommunications,"Customer billing",Enhancement,Multi,3GL,PL/SQL,66,825,680,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Customer billing",4,Multi,281,3GL,330,PL/SQL,19,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
24543,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,54,11656,11656,98,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
24573,Communication,Telecommunications,Integration,Enhancement,Multi,3GL,TIBCO,52,733,601,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,Integration,5,Multi,281,3GL,330,TIBCO,6,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
24615,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,8,244,244,21,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
24629,Communication,Telecommunications,"Financial transaction process/accounting",Enhancement,Multi,3GL,COBOL,4,38,38,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,3GL,330,COBOL,34,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
24633,Communication,Telecommunications,"Financial application area",Enhancement,MF,3GL,Java,58,800,800,-1,Batch,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial application area",12,MF,78,3GL,330,Java,177,Batch,6,"Waterfall (incl Linear Processing & SSADM)",380
24661,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,Mixed,186,312,286,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,3GL,330,Mixed,5,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
24851,Communication,Telecommunications,"Financial transaction process/accounting","New Development",Multi,3GL,Java,2456,2464,2045,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
24866,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,146,1215,996,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
24889,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,7,241,188,6,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
24937,Insurance,Insurance,"Financial transaction process/accounting","New Development",PC,3GL,COBOL,434,11922,11088,-1,No,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,PC,23,3GL,330,COBOL,34,No,5,"Waterfall (incl Linear Processing & SSADM)",380
25053,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,54,7529,7529,48,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
25120,"Service Industry","GovernmentCommunity Services","Financial transaction process/accounting",Enhancement,Multi,3GL,PL/I,148,2100,2100,5,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Service Industry",9,"GovernmentCommunity Services",3,"Financial transaction process/accounting",187,Multi,281,3GL,330,PL/I,16,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
25126,Communication,Telecommunications,"Financial transaction process/accounting","New Development",Multi,4GL,.Net,3383,64317,60844,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,4GL,61,.Net,4,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
25151,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,3GL,Java,76,880,808,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Customer relationship management",33,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
25158,Communication,Telecommunications,"Other: Service Order & Activation Management",Enhancement,Multi,3GL,Java,84,1210,1111,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Other: Service Order & Activation Management",1,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
25213,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,165,402,330,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
